yorum,kategori
3.ilk zamanlar android markete girmekte sıkıntılar yaşatıyor update etmek gerekiyor teknik servise götürmeniz gerekebilir arada birde fabrika ayarlarına getirmeniz gerekecek,Bağlamsal/Diğer
ürün gerçekten parlatıyor. ancak meguiarsın ürünlerini kullandıktan sonra sonax ya da turtle waxın cilalarını bir daha kullanmadım. arada büyük kalite ve parlaklık farkı var. cila almayı düşünüyorsanız meguiars alın farkı göreceksiniz.,Bağlamsal/Diğer
gönderim hızı !!,Kısa Yorum
son iki siparişimde petrol türevi koku vardı en sonuncusunda da aynı durum olunca iade ettim. ve bu koku bebeğimin teninede işliyor,Bağlamsal/Diğer
benim aldığım cihazın satıcısı hepsiburada ve arkadaşların da bahsettiği gibi dil desteği için rom yapılmış cihaz gelebiliyor. eğer bu konuyu çok önemsiyorsanız telefonu aldığınız zaman kutusuna dikkat edin çünkü üzerine türkçe dil desteği ile ilgili not düşülmus olabilir ve bu da rom yapılmış olabilir demek bunun en kesin yolu ise telefon geldiğinde ilk açılışı yaparken ses kısma tuşu + home tuşu + tuş kilidi tuşuna uzun basın ve sonraki gelen ekranda ses açma tuşuna basın. orada knox warranty void : 1 0x0500 yazıyorsa cihaz romlanmis demek ve deep sleep sorunu yaşayabilir. gerisi size kalmış ister iade edersiniz ister root veya kernel yükleyebilirsiniz. diğer satıcıların telefonları ne durumda bu konu ile ilgili bir bilgim yok. i̇yi günler.,Olumsuzlama
paten dıye tutturan ınatcı yaramaz cocugu susturmak ıcın alınıcak urun.,Bağlamsal/Diğer
ürünün kalitesi iyi ama inceltme falan hikaye,Bağlamsal/Diğer
oyun ve bilgisayarı yoğun kullanıcıları bu ürünü almasınlar pişman olurlar.,Bağlamsal/Diğer
ilgi alanima girmediginden saniyorum begenmdim,Bağlamsal/Diğer
motor arıza gösteriyordu. ürünü kattıktan sonra beş altı km yüksek devirde kullanınca motor arıza göstergesi söndü.,Bağlamsal/Diğer
güzel ve gösterişli ancak malzeme kalitesi olarak biraz zayıf gibi geldi bana. ayrıca koltuk çok dik ve uzun süreli oturduğunuz zaman bel ağrısı yapıyor.,Bağlamsal/Diğer
"kargo hızı ve ürünün paketlenmesi mükemmel, çok sessiz çalışıyor ev için ideal. kurulumu çok zor değil, video yardımıyla rahatça kurduk.",Olumsuzlama
keşke sevdiğim bu yazarın kitaplarını sipariş etmeden önce yorumları okusaydım. sırt sırta yapışık iki kitap yerine bir kitap aldığımdan haberdar olurdum. ürün özelliklerinde bunun yazması gerekirdi. yorumlara rağmen eksiklik olması müşteri ilişkilerinde kopukluğu gösteriyor.,Bağlamsal/Diğer
"ürünle ilgili leke çıkarıcı gibi aşırı beklentiniz olmasın,iç kısımda toz alırken,maksat temizlik ürünüyle iş yapıyorum gözüksün, gibi bir tabiri tamamlamak için kullanılabilecek bir ürün. teşekkürler h.b.",Yazım Bozukluğu
"eşime hediye olarak aldım,ilk iki resimdeki ürüne bakarak aldandım sanırım,3. resime de bakmalıydım, çünkü gelen ürün 3. resimdeki ürün.ayrıca smart light diye bir ışık sistemi falan yok.onun için alıyorsanız almayın bence.hepsi burada hakikaten şaşırtmaya devam ediyorsun.teşekkürler.",Olumsuzlama
özelliklerine ve elidor kalitesine güvenerek 3 tane aldım. ama şunu söyleyeyim sıradan şampuanlardan hiç bir farkı yok. bir mağazaya gidip en güzel kokan şampuanı almak daha mantıklı. saç dökülmesi olayı hikaye.,Olumsuzlama
annemlere aldım fiyatına göre iyi bir cihaz,Bağlamsal/Diğer
alalı bır ay olmadı daha saat bozuk sureklı ılerı alıyor kendını gunluk 25 dk bileklik olarak kullanmak isteyenlere tavsiye ederim ama :),Olumsuzlama
3- bilgisayarda kullanacaklar da 5+1 ses kartları yoksa yine istenilen ses kalitesini elde edemezler. ses kartınızın çıkışlarını tekrar kontrol edin.,Olumsuzlama
fiyat performansı düşük buldum.,Kısa Yorum
mach 3 kullanıyorsun mach 3 gore gayet iyi,Bağlamsal/Diğer
"olumlu tarafları: ses derinliği çok iyi, küçük sesleri dahi seçebilecek kadar kaliteli ses sunuyor. telefon konuşmalarında karşı tarafa iyi ses aktarıyor. metalik kısımları kaliteli görünüyor. fiyat performans olarak tercih edilebilir.",İroni
kalıcı ve ağır bir koku yazın daha ağırlaşabiliyor.,Yazım Bozukluğu
"kontrol ekranı seçenekleri 2 adet başka seçenek yok,",Olumsuzlama
tavsiye edilebilecek bi tlfn tabikşde hepsiburada.com a tşkrler,Bağlamsal/Diğer
"ürünün metal bölümleri çapaklı, törpülenmemiş. elinizi kesmesi mümkün.",Bağlamsal/Diğer
gayet iyi bu kalitede yerli ürüne ihtiyaç var. türk malı olsa keşke alsak.,Bağlamsal/Diğer
daha önce bu markanın başka 2 koltugunu almıştım çok yakın zamanda heryerinden ses geliyor ve süngeri çok ince iyi düşünün ama fiyata görede pek bi şey beklememek lazım:),Bağlamsal/Diğer
spray ilk kez sıkıldığında kedimiz geldi... kokladı ve gitti. tekrar sıktığımızda hiç ilgilenmedi bile! ama bazı kedilerde işe yaradığını duydum.,Olumsuzlama
"yani sonuçta uygun bir havlu, eli kuruluyor :) ancak çok ciddi bir tüketim yok ise ben bir iki basamak daha kaliteli havlu tavsiye ederim. tabi bir parça yetmiyor ikincisini alıyorsunuz, belki daha kalitelisiyle tek parçada işi bitirirsiniz.",Olumsuzlama
çok iyi yanı cevapsız aramaları kaydediyor kötü yanı en son kimle konuştuğunuzu göstermiyor ben iş yerine aldım sekreter birinin aradığını söledi menüde epey karıştırdım ama hangi numaranın aradığını göstermiyor sadece telefonu açmazsanız o numarayı cevapsız olarak gösteriyor,Karma Duygu
keşke çantalı bir ürün alsaydım diye pişman oldum.yer sorunu olanlar yaklaşmasın.,Bağlamsal/Diğer
hepsi buradanın gönderim hızına öncelikle teşekkürler.i̇tiraf ediyorum doldurma parfümler bundan çok daha uzun süre kalıyor.koku mükemmel kaliteli ama kapagını aç kokla geri kapat o kadar.sabah sıkıyorum iş yerine gidene kadar uçuyor koku.,Yazım Bozukluğu
bu fıyata bu urun olurdu,Bağlamsal/Diğer
vücut anali̇zi̇ i̇lk aldiğim gün çalişti ertesi̇ gün arizalandi ve bi̇r daha ölçmedi̇.,Bağlamsal/Diğer
makine çok güzel çok kullanışlı ve kaliteli fakat şuanki fiyatı çok fazla,Bağlamsal/Diğer
hepsiburada.com a teşekkürler ürün 2-3 günde bana ulaştı. ürünü aldığınızda yağını mutlaka koyun fabrikada denemek için az yağ koyuyorlarmış eğer yağ koymadan kullanırsanız hemen arza veriyor. birde bu makineden çok büyük işler beklemeyin küçük yerler için ideal.,Bağlamsal/Diğer
belki fiyat olarak çok daha pahalı olacak ama bu ürünü kullanmaktansa düzgün bi boya koruma ürününnü tavsiye ederim. en azından sadece boya parlamakla kalmaz güneşim ve diğer etkenlerin yıpratıcı etkilerinden korur.,Bağlamsal/Diğer
not 3 tlfnum var birkere bile şarj edemeden kendi şarjı bitiyor,Bağlamsal/Diğer
ürün görsellerine bakıp karar vermeyin derim. özelliklere baktğımda renkli çıktı alınabildiği görülüyor fakat yazıcı tamamen siyah-beyaz. renkli aramayanlara tavsiye ederim.,Bağlamsal/Diğer
hepsi burada ekibi ne başarılar...,Bağlamsal/Diğer
i̇şe yarayan tüm ürünler gibi çok güzel bir fiyat ile satışa sunulan a5 poşet dosyanın zamanında tarafıma ulaşması ile faydalı olduğunu düşünüyorum.saygılarımla.,Yazım Bozukluğu
aynı numara bez ile karşılaştırıldığında daha az sıvı tutabiliyor. fiyatı da %50 pahalı.,Yazım Bozukluğu
ürün aydınlatması gayet güzel ama 5w yazmasına rağmen ölçü aleti ile ölçtüğümde anlık volta bağlı olarak 12-13w civarı enerji harcıyo buna rağmen uzun ömürlü olduğu ve ısınma gereği duymadan soğuktada aynı ışığı vermesi güzel aldığım diğer ledlerden bir bu konuda sıkıntı yaşadım altermatifler değerlendirilmeli,Yazım Bozukluğu
fiyati daha uygun olabilir cazip gelmeli,Bağlamsal/Diğer
ürün kesinlikle işe yarıyor ancak led ampulun ışığı kullanım esnasında göze giriyor normalde isigi kullanan kisinin görmemesi gerek.yinede hizli kargo icin hepsiburada ya teşekkürler,Bağlamsal/Diğer
ürün beklediğimden daha hızlı geldi.,Bağlamsal/Diğer
birtek kötü yanı akülerin çabuk bozulması ve yedeğinin bulunmaması.,Bağlamsal/Diğer
1.şarj aleti küçücük ve usb kablosundan da şarj olabiliyor.,Bağlamsal/Diğer
öyle eve girince yüze çarpan bir koku değil. yanına gidince kokuyor.,Olumsuzlama
ya arkadaslar bende aldım olay biraz apartılıyor ne motor sesi azalıyor nede yakıt.motora ekledikten sonra 400 km yaptım ne yakıt azaldı ne ses ..bu olay dişi agrıyan bir kişinin doktara giderken diş agrısının gecmesine benziyor. yani tamamen olaya adapte oldugunuz için yakıt azalıyor diyorsunuz.tesekürler ....,Yazım Bozukluğu
basit kayış dizayn yapılmış hemen koldan kordan kilidi açılıyor,Bağlamsal/Diğer
bu ürünü alalı bir yıldan fazla bir zaman oldu.bir arkadaşım remington kullanıyordu onun tavsiyesi üzerine aldım. düzleştirme performansı gerçekten çok iyi.çok kısa sürede çaba harcamadan dümdüz saçlara sahip olabilirsiniz. ancak sürekli kullanıldığında saçın yapısını bozuyor ve saçı çok inceltiyor. alacaksanız ya sık sık kullanmayın ya da iyonlu bi düzleştirici alın derim. saçlarımı kestirmek zorunda bıraktıracak kadar zarar verdi.,İroni
ses netliği ve çekim kalitesi iyi. ancak cevaplama tuşuna yanlışlıkla basıldığında son aranılan numarayı tekrar araması çoğu zaman sıkıntıya neden oluyor. kulaklığıda kulağınızdan çıkartmış iseniz durumun farkına varamıyor ve istenmeyen na hoş durumlarla karşılaşma riski doğuruyor.,Bağlamsal/Diğer
beş yerde tartıldım beşinde de farklı tartti. değiştireceğim umarım aynı sorunu yaşamam.,Bağlamsal/Diğer
mükemmel bir ürün özellikle ilköğretimde çocuğunuz varsa kaçırmayın.renkli ve kurşunkalaemler için çok iyi.mükemmel kalem açıyor.fiyatıda oldukça iyi,İroni
merhabalar ... fotoğraftaki gibi büyük değil ama kullanışlı ...,Olumsuzlama
tv yi kullanalı yaklaşık bir sene olacak... yorumuma gelince renk kalitesi biraz düşük gibi görünüyor. ayrıca söylendiği gibi köşelerde kararma var. sebebi de bence backlight ışıkları nın biraz zayıflığından gibi geliyor bana. bu arada 4k kanalda hızlı kamera geçişlerinde detaylarda bozulmalar da gözlenebiliyor. yani uzun lafın kısası 9 serisi bir tv ye göre bu panel biraz zayıf kalmış.. tabiki özellikleri itibariyle bu fiyata uygun diyebilirim.,Bağlamsal/Diğer
daha önce hep nokia marka kulaklık kullandım onlardan bir farkını ve eksikliğini söylemek isterim. kapsama alanı dışına çıkıp kulaklık telefon bağlantısı kesildiğinde nokialar bağlantıyı tekrar otomatik olarak sağlıyor. bunda ise bu yok telefon üzerinden yeniden bağlamanız gerekiyor. bunun dışında çok güzel özellikleri güzel bir görünümü ve ses kalitesi var.,Olumsuzlama
artıları: dışarıda rüzgar olmadığı bir günde ufak tefek boya işleri yapılabilir.,Olumsuzlama
"bir hafta önce sipariş verdim henüz kargoya verilmedi bile tedarikçi firmadan bekleniyor yazıyor, hadi hayırlısı inşallah bir gün gelecek bakalım..",Bağlamsal/Diğer
"aldım uyguladım ama çok bariz bir fark olmuyor. bence hiç gerek yok, üstelik ısrarla silmeye devam ederseniz daha da çiziyor. olmadı farı değiştirdim zaten.",Olumsuzlama
60 x 120 yatak için bir boy büyüğünü alın. takmak oldukça zor. önce çapraz lastikleri takarak başlayın. o zaman biraz daha rahat takılıyor.,Bağlamsal/Diğer
ürün çin malı olarak geldi. üstelik orjinal pili(3 pin) ile bu pilin pin sayıları(4 pin) farklı. diğer problem ise normalden biraz kalın ve geniş olması. geniş olması pilin yuvaya sıkışık oturmasına sebep oluyor. pil durumu umarım orjinale yakın gider.,Bağlamsal/Diğer
ürün güzel sessiz,Kısa Yorum
"ürün genel olarak güzel ve kaliteli, ekran düzeni ve kullanım kolaylığı da iyi. ancak ışık düzeyinin düşük olması problem. üstelik aydınlatmayı sağlayan ampul, ekranın sol tarafına yani saat ve sıcaklık bilgilerinin bulunduğu yerin aksine yerleştirilmiş. bu da gece görmeyi zorlaştırıyor.",Bağlamsal/Diğer
ürünü aynı markanın normal paketleriyle kıyasladığınızda kalite farkı olduğunu anlayabiliyorsunuz. ekonomik paket adı altında satılan aynı ürünün kalite farkı olması açıkça tüketiciyi yanıltmaktır.,Yazım Bozukluğu
"+ dokunmatik değil, hafif basma tepkimeli bir ekran. ama alışında bunun daha iyi olduğunu anladım.",Olumsuzlama
+ ları,Kısa Yorum
i̇yi yanı;,Kısa Yorum
kalıcılığı düşük..taze bir yaz kokusu.,Bağlamsal/Diğer
"ayrıca asla aracınızı normal deterjanla yıkamayın, hem korumayı hemde verniği bozmaya başlarsınız, araba asla bulaşık deterjanıyla yıkanmaaz, bunu unutmayın.",Bağlamsal/Diğer
kokusu fena değil ama esmer tenli olmama rağmen bende kalıcılığı 2 3 saat sürdü alacaklar çokta büyük bir beklenti içinde olmamalı işin en iyi yanı siparişin 1 gün sonra gelmesi,Olumsuzlama
"1-suyu kaynatamıyorsun(düğmeye basılı tutunca az kaynıyor,iyi kaynamayan sudan iyi çay olmaz",Olumsuzlama
lazım olmaz demeyin.,Olumsuzlama
ürün fiyat olarak ilk başta dikkatimi çekti siparişi verdim 1 gün sonra geldi.kullanıyorum fiyatına göre gayet iyi.derisi her ne kadar elinizi boyuyor.bi de önemli olan ölçüyü doğru tercih etmek ..,Yazım Bozukluğu
merhaba arkadaşlar. uzun süre telefon almak için araştırdım. ve büyük kararsızlıkda kalarak yinede bu telefonu aldım en çok hoşuma giden özelliği kamerası idi ama kamera istenilen beklentleri karşılamıyor gerçekten 21 mp gibi bir kalitesi yok. bunu samimiyetle söylerim eğer kamera için alıyorsanız almayın.. telefonda ister istemez donmalar oluyor oda android oluşundan kaynaklı. yani ağım şahım bir telefon değil. ama şarj özelliği çok iyi hemen şarj oluyor. oynamana bağlı 1 1.5 gün şarj gidiyor.,Olumsuzlama
atsammi kartusmu alsam kararsızım ??,Bağlamsal/Diğer
ürünü alırken benim gibi deleriz sıkıntı yok diyorsanız parasına göre gayet iyi. ancak kapı aralığınız 19cmden fazlaysa kapınıza uymayacak ve barfiks çekemeyeceksiniz bunu bilerek alın.,Olumsuzlama
diğer yorumlardaki gibi plastik kokusu yok.,Olumsuzlama
ürün elime kısa sürede geçti hepsiburada ailesine teşekkür ederim ürüne gelince biraz motoru zayıf eğer zorlarsanız her an yakabilirsiniz,Bağlamsal/Diğer
alacak olanlara duyurulur şarz aleti yok...,Olumsuzlama
başarılar. ...,Kısa Yorum
sadece iğneleri işe yaradı.hava komprosörü ile şişrdim...,Bağlamsal/Diğer
"ürün hızlı geldi. ancak, askı aralığı epey kısa.",Bağlamsal/Diğer
"bu fiyata bu kalite, ancak bu kadar olur.",Bağlamsal/Diğer
satıcısı sadece hepsiburada olan ürünler dısında hiçbirşey almam.,Olumsuzlama
"ürünü çok zorlamaya gelmez,keşke lastiği,plastiği,bağlantı yerleri daha sağlam ve kalın olsaydı daha iyi olurdu ama çok fonsiyonel bir çok hareketi yapabiliyorsun.",Yazım Bozukluğu
ürün beklediğimden iyi çıktı. severek kullanıyorum. sipariş sorunsuz elime ulaştı. tşk....,Bağlamsal/Diğer
*demliğin iç yüzeyinin kenarları içe doğru olduğu için temizlerken zorluk çıkarıyor. çaylar içerisine giriyor.,Bağlamsal/Diğer
ürün elime ulaştı. beklediğimden büyük bir kutu geldi. fakat elime alınca hafif geldi sanki yarısı boşmuş gibi. birde uzun olduğu için bantı yağlamak için yan tuttuğunuzda sadece hava çıkıyor. yağlama yapabilmek için bandı biraz yükseltmek gerekiyor.,Bağlamsal/Diğer
fiyatına göre uygun. küçük işletmeler için ideal bir ürün.,Bağlamsal/Diğer
çok ince. çiziklerden koruyabilir ki bunu çok daha ucuza halledebilirsiniz.,Yazım Bozukluğu
4-hepsi̇burada com ve tedari̇kçi̇ fi̇rma sayesi̇nde i̇ade gerçekleşti̇ bi̇raz uzun sürdü ama yeni̇ ürün yeri̇ne para i̇adesi̇ yapildi,Bağlamsal/Diğer
aşiri fazla işik veri̇yor.normal far yaninda sönük kaldi karşidaki̇ni̇ rahatsiz etti̇ği̇ i̇çi̇n yakamiyorum.daha az işik veren bi̇r ampul bulursam deği̇şti̇rcem.kali̇tesi̇ orta düzeyde.,Yazım Bozukluğu
j5-2016 modelinde radyo yok.eski modellerde olmasına rağmen bunda yok,Olumsuzlama
diğer modellerin karbon filtrelerinden en az 3 kat daha pahalı. eğer sonradan karbon filtre takacaksanız başka model bakın.,Bağlamsal/Diğer
"googleda donanımhaber ölücüsü yazınca görsellerde benim fotoğrafım çıkar. şimdi bu ön bilgiyi verdikten sonra şunu söyleyim: bedava verseler bi daha evime sokmam. evin içine girebilecek ebatlarda olup da bu kadar gürültü yapan bir şey hatımda görmedim ben. 10 dakika bunun gürültüsüne katlanacağıma, arkamda hiç susmadan ağlayan bir çocukla kıtalar arası uçmayı tercih ederim.",Olumsuzlama
kargo bugün elime geçti. temizlik konusunda sıkıntı olmayacağını biliyoruz zaten. ama ebat konusunda kimse rakam vermediğinden bu açıklamayı yapma gereği duydum.,Olumsuzlama
fi̇rmanin hizli gönderi̇si̇ i̇çi̇n teşekkür edi̇yorum... ürünü bi̇r süredi̇r kullaniyorum.... masaj yapma özelli̇ği̇nden başka bi̇r şey beklemeyi̇n....,Yazım Bozukluğu
sesi idare eder ama biraz küçük,Bağlamsal/Diğer
diğer bir markada henüz denemedim.,Bağlamsal/Diğer
yatırımın en gözde aracı altını bu şekilde alarak kenara koymak bana mantıklı geldi...küçük küçük para biriktirmek için en güzel fırsat,Bağlamsal/Diğer
"ürün siparişten kısa süre sonra elime ulaştı , hepisiburada 'yı bu konuda tebrik ederim herzaman çok hızlılar.",Bağlamsal/Diğer
3. performans aynı,Kısa Yorum
pillere bir şey diyemem ama ;,Bağlamsal/Diğer
markette satılanlardan daha sert gibi sanki bunu anlayamadım tabi. ancak fiyatı fena değil . alınabilir tavsiye ederim. memnunuz,Olumsuzlama
yani deymicek bir ürün,Kısa Yorum
aldım ve kullanmaya başladım. tercih etmeme sebep olan 80 mb/sn meğer okuma hızı imiş.ben bunu yazma hızı olarak algılamıştım.yazma hızı 20mb/sn. yani gözüktüğü gibi aslında muadilllerinden ucuz değil.normal fiyat diyelim.,Olumsuzlama
"note 2 yi %8 den 2 kere tam dolduruyor, %25 den az şarj kalıyor",Bağlamsal/Diğer
ancak ürünü dün elime aldım. ürün akvaryuma dışarıdan yapıştırılan türden bir termometre. öncelikle bu bilgi belirtilmesi gerekiyordu.,Bağlamsal/Diğer
fiyatı güzel çekim gücü biraz zayıf su filtresi biraz çabuk temizlenmeli,Bağlamsal/Diğer
görünüşe ve arkadaşin yorumuna göre si̇pari̇şi̇ verdi̇m.. umarim karşilikli memnun olacağimiz bi̇r alişveri̇ş olacaktir.....,Bağlamsal/Diğer
ürünün tefal farkı zaten ortada ve çok kaliteli bir ürün fakat kullanım açısıdan çok küçük geniş ailelere göre değil yani.ama ev hediyesi olarak yeni evli çiftlere alınabilir.,Olumsuzlama
ilkokula yeni başlayan yeğenime aldığım mikroskop gayet güzel çıktı. ben bu fiyata bu kadar olacağını beklemiyordum. çok iyi diyemeyeceğim ama lise çağına kadar çocuklara fazlasıyla yeter.tavsiye ederim.,İroni
diğer deterjanlarda bunlar olmuyor...,Kısa Yorum
telefonla birlikte gelen android lollipop güncellemesini sakın yapmayın zira yaptıktan sonra 3g hızında internet diye birşey kalmıyor lenovo yazılım altyapısını tamamlamadığı için problem yaşayabilirsiniz onun dışında güzel telefon şarjı çok iyi gidiyor.,İroni
"telefonun çekim gücü güzel,",Kısa Yorum
üründen bu zamana kadar iki tane aldım. ilk aldığımda ikinciside normal el yıkamada göstergede buharlaşma oluştu. sonra ekran tamamen gitti. su geçirmez özelliği pek yok gibi.güzel ürün fakat su geçirmezse daha bi güzel olurdu..,Olumsuzlama
aslında sağlam ürün olsada benim için kullanışlı değildi.beğenmediğim için iade ettim.24 saat geçmeden iade işlemim gerçekleşti.teşekkürler ''hepsiburada''.,Olumsuzlama
devamli kullanicaginiz ev icin uygun degil yazliklarda veya köy evlerinde kullanilabilir.,Bağlamsal/Diğer
dark teknik servisini aradım ve bana film oynatmak için google playstore'dan bsplayer ve vlc player indirmemi tavsiye ettim. bunlarda altyazı koyabiliyorsunuz ancak bu sefer de filmler takıla takıla oynuyor.,Yazım Bozukluğu
fiyatına göre iş görür bi ürün tavsiye ederim,Bağlamsal/Diğer
- hoparlör çok güçlü değil. sesi yükselttiğinizde cızırtılar artıyor.,Olumsuzlama
"boyutu, hızlı şarj etmesi falan güzel özellikleri tabi. yine de tercih edilebilir.",Bağlamsal/Diğer
ebru - dilek,Kısa Yorum
"yemin kuşu konuşturduğu filan yok, ama yem olarak kötü değil..",Olumsuzlama
mrh arkadaslr ben bu urunu aldım ama benım kaldıgım yerde elektırık sorunu var belkı aksamları bıle elekrık yok benım ısıme yarayacak emın cunku bende 600 wtalt vardı oda ısımı goruyodu ama buzdolabını calıstırmıyodu bu calıstırı emını elektırık sorunu olana tavıye ederım,Olumsuzlama
1 haftadir kullaniyorum. gozlemlemeye devam ediyorum. ancak kullanmaya basladiktan sonra banyoyu karincalar basti. takip edip tekrar yazacagim.,Bağlamsal/Diğer
bosch aqt oto yıkama profesyonel ürünlere giriş modelidir...,Bağlamsal/Diğer
"fakat oda belirli bir nem oranina ulastiginda beklemesini yada kapanmasini saglayacak bi program yok.sadece su bittiginde kapaniyor o kadar .unutulmamaliki fazla nem,kuru havadan daha tehlikeli.",Olumsuzlama
fiyatına göre daha kaliteli olabilirdi.,Bağlamsal/Diğer
ürün fiyatına göre bir etkiye sahip.çalışmak için ne kadar vakit ayırırsanız o kadar etkili oluyor.eğer az çalışırsanız çok bir faydasını görmeyeceksiniz.ama ürünle çalışmak için vakit ayırırsanız karın kaslarınızdaki değişikliği hissedebilirsiniz.,Yazım Bozukluğu
cok uygun fiyata geldi...kargolama biraz uzun sürdü ama olacak....,Yazım Bozukluğu
"ürünü ilk sıktığımda tanıdık bi koku gibi geldi, bulaşık deterjanı gibi hissettim ama yanlış almışımdır diye de düşündüm. sonra kardeşimden de aynı yorumu alınca emin oldum. kalıcı mı? eh işte. ama daha önce kullandığım parfümler arasında son sıradan kendini kurtaramaz.",Bağlamsal/Diğer
"2 kişi kurulum yaptık. yanınızda mutlaka şarjlı tornavida bulundurun. kurulum dokümanı vs. yok sadece parça listesini gösteren bir kağıt çıkıyor. (kağıt parçaların arasında gizli, dolabın mistik bir yönü de bu.) parçaların üzerinde numara vs. yok. doğaçlama ve lego kursları ile rahatça parçaları eşleştirebilirsiniz.",Olumsuzlama
renkli çıktılarda renk kalitesi gayet iyi. fiyat da ucuz. kaçırmayın derim.,Bağlamsal/Diğer
ürünü bir süredir takip ediyorum fakat fiyatında bir değişiklik olmamış ki zaten bu civardaydı. şu an daha uygun olan yerler var ha gibi,Bağlamsal/Diğer
ürün dün eli̇mi̇ze geçti̇.i̇yi̇ paketleme yapmamişlar kenarlari bi̇raz yipranmiş.kalemli̇k yeri̇ küçük boydan olsa i̇di̇ daha i̇yi̇ olurdu.yi̇ne de kullanişli parasina göre i̇yi̇di̇r.tavsi̇ye ederi̇m.,Yazım Bozukluğu
+ ıslak zeminde cok iyi,Bağlamsal/Diğer
"ürün güzel sağlam, yanında gelen 4 vida dübele ilave 4 vida dübelde siz atın. aparatın hırsızlıklara karşı önlem amaçlı bi kiltleme mekanizması - vidası yok, duvara düzgün monte edilirse sağlam dayanıklı.",Olumsuzlama
fiyatina gore kalitesi normal.is gorecek bir urun.ufak tuvaletteki lavabo ufak oldugundan misafirler surekli sabunluk kiriyordu.o nedenle alip duvara monte ettim.bu dertten kurtuldum.,Bağlamsal/Diğer
saatin ekran ışığı çok düşük olduğu için rakamların okunması biraz zor. ayrıca saatin için analog saat modellerinin kılavuzu çıktı. kullanımı çözmek için epey zorlandım...,Bağlamsal/Diğer
merhabalar yatak sipariş verdikten 2 gün sonra geldi kullanmaya başladık mükemmel bel ve sırt ağrıları azaldı ayrıyeten daha önceki yorumlarda sıcak tuuttuğunu belirtmişler fakat ben bu sıcaklığı göremedim almak isteyenlere tavsiye ederim sağlıklı günlerde kullanmanız dileğiyle.,Bağlamsal/Diğer
hgs etiketi enine uzun geldi.,Bağlamsal/Diğer
önce pil tabi ki 2150 mh çok az keşke 3000 olsaydı.selfi kamera 4 mp.ayrıca 16 gb hafıza çok az.islemci hızı çok düşük. htc çok şeyden kısmış bence.fiyati iyi.16 mp arka kamerada fena değil.,Olumsuzlama
prima satın aldım. ancak sebebi her neyse pampers marka geldi. bu da fena degil ama.,Bağlamsal/Diğer
daha önce japon pazarından lightning kablosu ile birlikte 19 tl'ye aldığım cihaz ile aynı performansta. metal olması ve aydınlatmaya sahip olması güzel,Bağlamsal/Diğer
sağ sol arasında fark var sağ elimdeki yumuşak deri soldaki sert deri sol elimdeki sıkıyor dağ elimdeki gevşek ama iş görür,Bağlamsal/Diğer
kitabın bir kısmına kadar yazar sadece bu işi nasıl yapabileceğini yardım edeceğini söyleyerek baya sayfa yazmış . kitap içinde reklama gerek yok. sonlara doğru güzelleşiyor. cd sini tavsiye ediyorum.,Olumsuzlama
arkadaşlar ürünün içeriği yenilenmiş. artık morarma yapmıyor yani demir tozlarını temizleyemiyor. kokusu da eskisine göre değişmiş. sonax bunu hangi kafayla yaptı bilmiyorum ama artık bu ürüne elimi sürmem.,Bağlamsal/Diğer
fiyatına gore idare eder bi ürün..sadece çakmaklıkla kullanılabiliyor..220v-12v çakmaklığa cevirici alıp evde koltuklarda veya ufak işlerinizde kullanabiliyosunuz..onun dısında performansı normal..,Yazım Bozukluğu
"5 gündür kullanıyorum güzel bir kasası var hafif de aynı zamanda, kamerası da çok güzel. fakat takılma olmamasına ragmen 2 gb ön belleği hissettirmiyor. hafif ısınma farkettim. ekranı çabuk çiziliyor özenli kullanmak gerekir. ya benim telde sıkıntılar var ya da şarjı beklediğimden daha kısa sürede bitiyor. arka kamerasının yerleştiriminde fabrikasyon hatası olduğunu düşünüyorum üst tarafında hafif cıkıntı alt tarafında hafif batma var. beni bu rahatsız etmediği için garantiyle uğraşmak istemedim.",Olumsuzlama
"kaynak makinesiyle beraber aldım. ilk kaynağa başlarken zorluyo, ama sonrasında kesintisiz akıyo kaynak. ben hobi olarak yapıyorum bu işi, gene de tavsiye ederim.",Bağlamsal/Diğer
ölçüleri aynen yazıldığı gibi. görüntüsü resimdekinin aynısı.,Bağlamsal/Diğer
hesaplı oldugu sürece alışveriş yapacagım ürün başka yerde yok,Olumsuzlama
gayet cok memnunum ve cok ucuz tavsıye ederim herkese,Bağlamsal/Diğer
ion teknolojisi çok gerekli ve bu cihazda çok başarılı yapılmış watt değerine göre güçsüz yani bu marka yine yanlış watt değeri bildirmiş ama olsun yeterli bu fiyata göre en iyisi,Bağlamsal/Diğer
şarjı bir traşı zor ediyor acele etmeniz gerek yoksa yarım kalır traşınız,Olumsuzlama
"ürünü aracımda kullandıktan sonra motorda bir rahatlama olduğu ve sesi azaldığı kesin,fakat her ne nedense aracımın yakıt tüketimi 100 kmde 1,5 lt arttı. ürün iddia ettiği gibi yakıt tüketimini azaltmıyor, aksine arttırıyor.",Bağlamsal/Diğer
"-biraz fazla ısınıyor, bunun önüne geçmek için; gövdesindeki mıknatısı kullanarak manyetik özelliği olan bir metale tutturulabilir.",Bağlamsal/Diğer
