yorum,kategori
"hızlı gönderim için teşekkürler ürün gayet kullanışlı, şık ve güzel fakat aynı ürünü hemde aynı marka olmasina rağmen ankarada çok daha ucuza bulmam beni biraz üzdü açıkçası yine de tesekkürler :)",Bağlamsal/Diğer
"arada kendi kendine düsüyor, biraz korkutucu :)",Bağlamsal/Diğer
"yaklaşık bir yıldır kullanıyorum. ürün elinize ulaştığında lüks tasarımı şaşırtıyor. gayet güzel fakat gereksiz olduğunu düşündüğüm çok parça var, mesela taşıma kesesi, dijital sayaç, başlık konulacak apart... bunların fiyatı gereksiz artırdığını düşünüyorum. şarjı az gidiyor ve yeniden şarj olmazı upuzun sürüyor (12+ saat). en önemli eleştirim ise taşıma kutusu çok çabuk macun lekesi tutuyor ve gerçekten temizlenmiyor! sözün kısası şudur; fırçası gerçekten müthiş! tasarım harikası! fakat geride kalan aparatlar fiyatı artıracak ve hiçbir işe yaramayacak.",Olumsuzlama
ayrıca turbolu araçlarda motora koyduktan sonra lifter sesi gelmeye başlıyor bunun sebebi subapların önünü kaplaması böylelikle yağın iyi şekilde pompalanmasına mani olması diye düşünüyorum.,Bağlamsal/Diğer
arkadaşlar bende fiyat uygun diye aldım site güvenlik istemide kullanılmak üzere biraz küçük oldu ama güzel. mutfak için güzel tavsiye ederim.,Bağlamsal/Diğer
bir kredi kartından kalın! bıçak yapıştırma ile içine gömülmüş. ben cebime koyarım gerektiğinde kullanırım diyorsan işini görür ama masada otururken elimde oyuncak gibi oynayacam. sürekli kullanacağım dersen dayanmaz bence. çünkü yapıştırma bir ürün. ve ara kısımları kaynak bana ileride kopacakmış hissini veriyor,Bağlamsal/Diğer
benim icin önemli olan kaymasiydi ütünün ama ne yazikki sanki kumasa yapisiyor. cok pismanim aldigima,Bağlamsal/Diğer
ürünü alalı 2 hafta oldu temizlik konusunda 10 numara.ammaaaaaaaaaa çok fazla ses çıkarıyor ve oldukça hantal(kocaman).yine belirteyim diğer makinemle boşuna temizlik yapıyormuşum.ardından toz bırakma olayı yok.seçiminizi ona göre yapın.,Olumsuzlama
2 km civarı menzili var. en kaliteli pili takmama rağmen birkaç saatlik kullanımda ışık zayıfladı. i̇zi çok ince lazerin. çocukken bayramlarda aldığımız kırmızı lazerler gibi.,Bağlamsal/Diğer
dün elime ulaşan bu parfum kesınlıkle orjınal degıl. koku yok bile. dolum parfum alsam 2 saat en azından yogun kokusu var. bunun 10 dk bile kokusu yayılmıyor. kendı burnunuza bıle gelmıyor,Olumsuzlama
"donusu ayarlayan aparat sabit sadece 45 derecelik bir aciya izin veriyor, ya da cikartip tam tur attirabiliryorsunuz, arasi mumkun degil, eger tam tura uygun bir sulama alanininiz yoksa, takip unutuamiyorsunuz, 2-3 defa yarini ya da yonunu degistirmeniz gerekiyor.",Olumsuzlama
sipariş verdik elime ulaştığında olumlu veya olumsuz değerlendirmelerim olacaktır...,Yazım Bozukluğu
"ürünü perşembe akşamı sipariş ettim cumartesi günü elime ulaştı. daha önceden de kullandığım bir parfümdü indirimi görünce bu sefer orijinal alıyım dedim ama şu an bir daha mı düşünseydim diyorum. sorun şu ki parfüm gerçekten hafif kalıcılığı çok az, çok güzel koksa da bu büyük bir handikap. sanırım bir sonraki parfümümde başka markalara yönelicem.",Bağlamsal/Diğer
"arkadaşlar, bu ürünü bu gün aldım. merakımdan hemen evi süpürdüm. hiç çekiş gücü yok gibi ama, su acayip kirlendi nerden geldi o kir şaşırdık. belkide suya çekme sistemlerinin hepsinin çekişi zayıftır, bilmiyorum. valla fena değil, inşallah uzun ömürlü olur. alanlara, ve bize hayırlı olsun. ihtiyacı olan alsın selamlar......",Olumsuzlama
"kamera, album uygulamasi arasinda gecislerde sikinti var.",Bağlamsal/Diğer
hediye almıştım çok çok ağır bir kokusu var. daha güzel bir koku bekliyordum. kokunun uzun süre kalabilmesi için çok ağır yapılmış,Bağlamsal/Diğer
"oldukça fazla korku ve gerilim kitabı okudum. bence çok sıradan bir kitap, beklentimin çok altında...",Bağlamsal/Diğer
"paketi açıp ürünü çıkardıktan sonra kolları sıvayıp uygulama videosu eşliğinde itina ile yapıştırdım ekrana. öncesinde öyle titizlikle sildim ki ekranı aşındı neredeyse. neyse aynen anlatıldığı gibi yaptıktan sonra şöyle bir baktım telefona ve ilk denememde hallettim diye sevindim. çünkü gayet güzel ortalanmıştı ve tek bir toz veya kabarcık kalmamıştı koruyucunun altında. yapıştırıp tekrar kaldırmamıştım da tek defada oturtmuştum. ne olur ne olmaz diye kavisli kenarlardan belki 15-20 dakika boyunca bastırdım. koydum masanın üzerine, yarım saat sonra baktığımda ne göreyim? bildiğin kanatlanmış telefon, kavisli kenar kavramını ortadan kaldırmış koruyu ve düzlemiş kendini. eğer bu şekilde kullanmak hoşuma gider derseniz tavsiye ederim.",Olumsuzlama
patates dilimlemesi hoşuma gittiği için tercih etmiştim ama patatesler güzel dilimleniyor yalnız biraz ufak sanki. onun haricinde havuç veya patales resndelemesi güzel.soğan dilimlemede güzel. güzel bir rendeleyici. vakitten kazandırıyor.,Bağlamsal/Diğer
birde mouse 0.5cm kaldırdığınızda bile tepki veriyor.,Bağlamsal/Diğer
snapdragon 2xx kullanıyor işlemci olarak. akıllı saatler bile kullanmıyor bu işlemciyi.,Bağlamsal/Diğer
normal yatağın konforuna ulaşması tabiki imkansız. yinede kullanıldığında çok uygun ve rahat. dönüşlerde rahatsız edici bir ses çıkarıyor ama uykudan uyandırmıyor. düşme riskide yok. kolay şişiyor ama indirmesi biraz uğraşlı. ansızın gelen misafirler için kurtarıcı rolünü üstleniyor. en büyük artısı bu.,Olumsuzlama
i̇lk aldığımda beğendim ama 2 sonra sapsarı iğrenç bi renk halini aldı.,Bağlamsal/Diğer
urun harika hepsiburada inanılmaz hızlı tesekkurler,Bağlamsal/Diğer
su kaynadığında cihaz otomatik olarak durmadığından; kaynar su dışarıya taşıyor. dolayısıyla tehlike doğuruyor. çocuğu olanlar ürünü alırken çok iyi düşünsünler. çay yaparken cihazın yakınınızda bulunmasını tavsiye etmem. bunun dışında sağlam kaliteli malzemeden üretilmiş.,Bağlamsal/Diğer
"aynı anlamlı cümlelerle bir süre sonra okumaktan sıkılabileceğiniz, ayrıca oldukça gereksiz şekilde kullanılan ünlem işareti ile kitabın size bağırarak bir şeyler anlatmaya çalıştığı yönünde bir izlenim bırakmakta.",Yazım Bozukluğu
"mutfak rafları için almıştım, boyu yüksek geldi mutfak rafında kullanamadım banyo ve gardırop için kullanmayı düşünüyorum. 5 cm kısa olsaydı daha kullanışlı olacaktı.",Bağlamsal/Diğer
"güncellenmesi lağzım. her gün kanal listesi kendi kendine değişiyor. tkgs yi kapalı yapsamda kanal listesi değişiyor. favori kanalları kendi keyfime göre oluşturmama, silmeme, yer değiştirmeme müsade etmiyor.",Bağlamsal/Diğer
kartın boyutlarına göre düşünülmemiş. kartı kesmeniz gerekir.,Bağlamsal/Diğer
i̇yi çalışmalar.,Kısa Yorum
"arkadaşlar ürün 2 gün içinde elime ulaştı, lastikleri çok güzel parlatıyor, 3 gün oldu parlaklık halen duruyor, anladığım kadarıyla tozda tutmuyor, alacak arkadaşlara tavsiye ederim.",Bağlamsal/Diğer
"led lambaların fiyatını soğutucu ve malzeme kalitesi belirler. oyuncak gibi bir şey. hafif , mikasıda iyi değildi.",Olumsuzlama
"ürün yeni elime geçti ve ürünün içerisinde açıklamalarda görülen saç şekilendirici olan aparat yoktu , diğer modelinde varmış .burada açıklama kısmında difüzör yok olarak yazıyor ama görsellerde var . şekilendirici kısmı bana çok lazımdı ürünün alma sebeblerimden birisiydi. yanılgıya düşmeyin alacak olanların bilgisine ...",Olumsuzlama
tavan kısmı düz olanlar için ideal ama bendeki gibi üstünde kemer olan salıncaklarda boyu kısa geliyor,Bağlamsal/Diğer
3-fps oyunlarinda genel olarak mouse bilek ile cevirilmez kol ile cevirilir hassasiyet diptedir. bu mouse ise hem agir hemde kol ile hizli cevrilince mevlana gibi donuyor.,Bağlamsal/Diğer
"i̇ki gün önce elime ulaşan ürünü gopro da kullanmak istedim ama pc ye aktarmak istediğimde sorun gösterdi ve pc de 27,4 gb kapasite diye gösteriyor format atsamda değişmedi. fakat kartın üzerinde 64 micro sd xc1 yazıyor sandisc ultra",Bağlamsal/Diğer
5- gündüz kamera çekim şahane (ama gece için aynısını diyemem),Bağlamsal/Diğer
galiba dört güzeller kitabı beni buyuledigi ve çıtayı yükselttiği için tatmin olmadım,Olumsuzlama
fan pin girisi az,Kısa Yorum
"ürünü aldım kullandım, süngerle lastiğe yedirirken köpürüyor sonra kuruyo ve lastik simsiyah(mat) oluyo. ben 3 kere uyguladım lastiklerin parladığını görmedim. tabiki eski halinden güzel oluyor. aracı gösteren lastik ve jantlardır her araca lazım.",Bağlamsal/Diğer
lastikler cok iyi...puani hepsiburadaya veriyorum...ucretsiz takma hizmeti yok kargo 10 gunde geldi...,Olumsuzlama
"tefalin giriş seviyesi buhar jeneratörlü ütüsü diyebiliriz. tabanı alüminyum levhadan yapılmış ölçüleri küçültülmüş, ağırlığı azaltılmış. eski tefal ütülere göre oyuncak gibi geliyor. buhar performansı iyi ancak kurutma makinesinde çok kurumuş kot pantolonlarda biraz bastırmak gerekiyor. yeni başlayan aileler için ideal. endüstriyel kullanılamaz. basit ev tipi cihaz. indirim yakalarsanız tavsiye ederim.",Bağlamsal/Diğer
diğer alıcıların yorumları tamamen doğru. renk konusunda seçme şansınız yok. benim en son tercihim geldi.,Olumsuzlama
yürümeyi sökmek üzere olan yeğenime 1 yaş hediyesi olarak aldık. fakat ilk denemede zorlandı. çünkü bunu kullandığında önü açık düz bir alan olmalı. manevra yapamaz. özelliklede yeni alanlar bebeğin düşmemesini sağlamalı yoksa olumsuz koşullanabilir.,Olumsuzlama
yani iyi yorum yapanlar neye göre yaptı çok merak ediyorum . telefonu alalı 1 hafta oldu telefonda donma ve kasmalar aşiri derecede var. kamerasında çogu ozellik kullanilamiyor. telefonun kendine ait bir suru işe yaramayan uygulamalari devamli güncelleme istiyor. gerçekten pişmanim alacak arkadaslara bu telefonu elemesini tavsiye ederim.,Bağlamsal/Diğer
"telefonu sipariş ettikten 1.5 gün sonra eline geçmesi gayet güzel. ancak aynı gece saat 2.30 sularında donması (ekrandaki saat dahi aynı kalıyor) ve alarmının bile çalmaması, açma kapama ardından yine aynı saatte birebir aynı şekilde donması ve konu ile ilgili samsungu aradığınızda servise getirin demeleri hiç de hoş değil. uğraş dur. hadi hayırlısı.",Olumsuzlama
"artısı: malzeme ve imalat kaliteli, uygun fiyat",Bağlamsal/Diğer
ses kalitesi kullanımı duruşu herşeyi güzel ancak açma ve kapama için olan düğmeye telefon çagrı konumunda degilken kazara basılırsa son numarayı tekrar arıyor tek kötü yanı bu bence,Karma Duygu
ürün fiyata göre orta seviyede her iki dumbell da 10 kg boyutlarının büyük olması hareketlerde sorun yaşatabilir .,Bağlamsal/Diğer
"3 günde eli̇mde oldu, fi̇yati bi̇raz pahali ama kampanyalar i̇le alinabilir oluyor. ben world kartin %15 ve play kartin %25 kampanyasi i̇le aldim epey bi̇r i̇ndi̇ri̇m oldu.",Bağlamsal/Diğer
fena değil diyecem çünkü bütün forumları internetteki yorumları filan araştırdım vede çok met ediyolar diye aldım çok sessiz sıfır ses gibi yorumlar okudum bazılarına sordum motordan hiç ses gelmiyo dediler ama baloncuklar ses yapabiliyor onuda kapatabiliyosunuz filan dediler hep ama ses var makinada baloncuklarda ses yapıyo alınca biraz hüsrana uğradım gece 12 den sonra da yatarken ses geliyo ama ben yatabiliyorum makinayla çok rahatsız etmiyo akvaryumun tepe motorunun ve baloncuklarının çıkardığı sesten yarı yarıya daha sesiz ama ses var yinede öyle anlattıkları gibi sıfır ses filanda değil bundan öncede 3701 kodlu hava motorunu aldım eheim ın oda sıfır ses filan değil yani ondanda hem motordan hemde baloncuklardan ses geliyo hatta bu iç filtrenin motoru daha sesli diyebilirim....bu sessizlikte çin malı ürünlerde almak mümkün bende daha öncede vardı marka diye aldık işte bide yorumlar hep sıfır ses yok böyle bi̇r şey,Olumsuzlama
"merhaba, ürünü sipariş ettim ve kısa sürede elime ulaştı, kullandım. küçük zift tanelerini çıkarıyor fakat büyük ve kurumuş zift tanelerinde başarısız.bence bu işi profesyonellere bırakmak gerekiyor.",Bağlamsal/Diğer
"nasır problemime iyi gelmesini umuyordum, ancak beklediğim performansı bulamadım. basliginin incelik seçenekleri ve hız ayarı eklenmesi gerekli.",Bağlamsal/Diğer
kullandığım süre boyunca çok memnundum. elektriklenme yapmadan saçlarımı düzleştirebiliyorum. ancak bir yıl içinde haftada sadece bir kez kullanmama rağmen arıza meydana geldi.,Yazım Bozukluğu
eğer fiyatı 5 tl olsaydı harika bir ürün diyebilirdim...,Bağlamsal/Diğer
3 - 4 mb ile yapıyor işlemleri,Bağlamsal/Diğer
1 tanesi 60-70 mb (orayda birkaç prog. olduğunu tahmin ediyorum),Bağlamsal/Diğer
kisa sürede eli̇me ulaşti sorun yok. teşekkürler hb.,Olumsuzlama
"merhaba arkadaşlar,",Kısa Yorum
ürün çok geldi.,Kısa Yorum
ürün çok kaliteli ancak 2 yıldız vermemin sebebi beden ler okadar küçükki 2xl nerdeyse medium boyutunda alırken buna dikkat...,Bağlamsal/Diğer
"braun satin hair boyalı saçlar için düzleştiricimin plakaları aşındığından (ki bu benim kötü kullanımımdan kaynaklıydı), yeni bir düzleştirici bakarken philip in bu ürününü gördüm. tekrar braun almayı düşünüyordum ancak bu ürünün iyon vs özelliği dikkatimi çekti ve sipariş verdim.",Bağlamsal/Diğer
bunun kadar elektrik yakan makine görmedim,Bağlamsal/Diğer
"yoksa ürüne lafım yok, oldukça güzel, ve faydalı.",Olumsuzlama
"bir daha alır mıyım hayır . ama felix bu otomat sorununu giderirse , ürün bence mükemmel olacak .",Bağlamsal/Diğer
çok iç acıcı değil ama genede biraz faydasını görürsünüz,Olumsuzlama
kalitesi fiyatıyla orantılı yani bu çay makinesinde kalite beklemeyin.i̇ki haftadır kullanıyorum su falan sızdırmıyor .alt tarafındaki plastik kısmı her an dağılacak gibi .birkaç sene bu markanın su ısıtıcısını kullandım sorun çıkarmadı.,Bağlamsal/Diğer
ürün orjinal zippo kalitesinde değil.çakmak taşı görevi gören sürttüğünüz yer belli bir süre sonra biten tarzda bir şey.çok kaliteli değil ama fiyatına uygun..,Olumsuzlama
ürün fiyatı uygun fakat düşündüğümden ve resimde göründüğünden daha küçük gibi geldi. henüz kullanmadım. inşallah iş görür.,Bağlamsal/Diğer
acılıp kapanırken takılı kalma sorunları var ancak fiyat performans olarak iyi durumda bazı plastik aksamlarının kalitesi düşük su gecirmez kabı güzel kullanışlı kask için aparat yok amatör kullanıcılar icin ideal bir ürün,Olumsuzlama
telefon konuşurken karşıdaki ses aracın hoporlerinden güzel geliyor ama arabadaki aux girişi aşağıda kalıyorsa karşı taraf sesin çok derinden geliyor diyor net olması için çok bağırmak gerek,Bağlamsal/Diğer
koku genel olarak bence güzel yani tam bir yaz kokusu ferah ve temizlik hissi veriyor fakat gelgelelim farkedilirlik ve kalıcılık konusunda kolonyadan farkı yok. gün içinde yarım saat aralıklarla tazeliyorum cebimde taşıyarak :) yazın tatilde kullanın ama onun dışında bence uzak durun.,Olumsuzlama
ürünü bir alışveriş merkezinde denemiştim ve hepsi burada com ürünlerinin orjinalliğinden hiç şüphem yoktu parfüm orjinal ama kalıcık konusunda istediğimi bulamadım...,Olumsuzlama
pek fark yaratan cinsten değil. kullanmış olmak için kullanmak isteyenlere,Olumsuzlama
konusu itibari ile okunmaya değmeyecek bir wattpad kitabı. belli bir yaşa hitap ediyor ve üzerinde yazmasa da yetişkin içerikli bir kitap. özellikle çocuklara okutmamanızı şiddetle tavsiye ederim!,Bağlamsal/Diğer
koku gayet uygun bir fiyata geldi bana hepsi buradanın kampanyaları sayesinde.yanlız cok ağır ve keskin bir koku yazın pek kullanılmaz belki kışın.,Yazım Bozukluğu
"ürün çok güzel su tasarruf yapıyor ama, kullanırken fıskiyeli olmasından dolayı, etrafa çok su sıçratıyor.",Bağlamsal/Diğer
gericinin önde gidenidir. ona göre değerlendirin,Bağlamsal/Diğer
sonuç olarak televi̇zyon karşisinda 10 dak tiraşin %80 i̇ni̇ halledi̇p geri̇ kalanini 2 daki̇kada ji̇letle üstünden geçi̇p i̇şlemi̇ bi̇ti̇rebi̇li̇yorsunuz.almak i̇steyenlere bu ürünü tavsi̇ye edi̇yorum.,Yazım Bozukluğu
kordonu çok uzun geldi. koluma uymadı. kordonu saatçiye baktırmam gerekiyor.,Bağlamsal/Diğer
tesli̇mat hizli ürün i̇se gayet kullanişli,Bağlamsal/Diğer
demlik örüntüsü niyetiyle su damlatmaz die aldım....,Bağlamsal/Diğer
ürünün içi beton dolu. 5 kg lik plakaların çapı 20 cm.barlar çok uzun. ürünü yere düşürürseniz patlayabilir dikkatli kullanmanız lazım.tek avantajı fiyatı.,Bağlamsal/Diğer
başka ürün kullanıyorduk denemek için aldık ama kızarıklık oldu. o yüzden bıraktık. bedeni iyi geldi. fiyatı çok uygun.,Bağlamsal/Diğer
ortaokula giderken bu tür paten ile kaymıştım. çok ta zevkli idi. bu nedenle de bu tür paten arıyordum. ülkemizde action harici bu tür paten yok. action kalite olarak kötü. ayakkabı bezden astarı da çorapları boyuyor. onun harici başka bir problemi yok. kalite daha iyi olsa süper olacak. malesef ki ülkemizde action harici bu tarz paten yok. kaliteyi göz ardı edip bu tarz paten kullanma zevkini yaşamak isteyenler alabilirler.,Olumsuzlama
güzel bir boya saçlarım eski doğallığına geri döndü. kendinizin uygulayabilmesi özellikle çok güzel bir özellik. tavsiye ediyorum. denerseniz neticeyi görürsünüz.,Bağlamsal/Diğer
fiyat iyi piyasadaki adi dandik urunleri alacaginiza bu urun avantajli ve iyi bir fiyata urun,Bağlamsal/Diğer
1 tanesi 400 kullanımlık yazıyor ama 50 kullanım olmadan bitti,Bağlamsal/Diğer
ürün güzel fiyat olarakta iyi tavsiyye ederim,Bağlamsal/Diğer
ram kapasitesini yazmamışsınız iyi ihtimalle 512mb dır 256 olmasından çok korktum,Bağlamsal/Diğer
"aldım kutusunu açtım, ilk çalıştırdım şırıl şırıl su akıtıyor.",Bağlamsal/Diğer
"telefonu 5 aydır kullanıyorum. benim de sony kalitesinden beklentilerimi tam karşılamadı. kasılma, şebeke ulaşılamama, bazen sesimin karşıya çok az gitmesi sorunlarını sık yaşamaktayım. 64 gb sd taktım fakat birçok programı taşımama izin vermiyor. kulaklık tak_çıkart veya hoparlör aç-kapat yaptığınızdan sonra sesiniz karşıya gitmekte çok zorlanıyor. yeniden başlatmanız gerekiyor ki, telefon stabil hale dönsün. sevemediğim marka telefonları kullanan yakınlarımın cihazlarına özeniyorum. yanımdaki arkadaşa, kendi diğer markalı cihazıyla aynı operatöre sahip olarak, rahat ulaşılabiliyor, fakat bana ulaşılamıyor. i̇thalat garantili almıştım. garanti 1 yıl ve günler su gibi... bir pişmanlık var içimde. sony ye bakışımda, sanki biraz düşüş var...",Bağlamsal/Diğer
"bu fiyata kaliteli bi kalem beklemeyin,hafif ama yazımı güzel.",Yazım Bozukluğu
elektrik kablosu bağlantısı bile sanayi tipi kullanım için tasarlanmış. en büyük ocak gözünü tam güç çalıştırdığımızda evdeki tüm lambaların voltajı düşüyor.,Yazım Bozukluğu
beden boyuna gore biraz kucuk. xl medium gibi sanki.,Bağlamsal/Diğer
"bir hafta öncesinde arkadaşım 30 tl daha ucuz aldı,119 tl'lik bir üründe 30 tl fark manidar,hediye olarak aldim,fiyat içime sinmediyse de çocuk memnun oldu,sorun yok",Olumsuzlama
urun guzel kesiyor hatta jiletten daha guzel kesiyor ama cok sivilce ve makinada acayip bir koku olusuyor surekli yikamama ragmen,Bağlamsal/Diğer
muadili ürünlerin şiddetini bilen biri olarak su şiddetini düşük buldum.i̇şe yarıyor ama etki zayıf,Bağlamsal/Diğer
"komşumun 4.sınıfa giden çcuğu tutturdu, araştırdık hepsi buradan uygun bulup aldık çok işe yaradı hem gitar çalma hobisi tatmin oldu hemde yaramaz bir çocuktu şimdi daha uslu güzel oyalıyor, bence isteği olan acemiler için ideal",Bağlamsal/Diğer
ilk kullanımım fırtına gibiydi ancak belli bir zaman sonra hazne temizliğini her süpürmeden sonra yapmama rağmen koku gelmeye başladı. ıslak kalmış kirli çorap kokusu gibi bir koku yaymaya başladı. sonra anladım ki haznedeki su biraz süpürgeden hareket halindeyken; silkelenince motor kısmına kaçmış olabilir dedim acaba ondan mı diye düşündüm. yani anlayacağınız ayda bir komple bir filtre vs temizlik gerektiriyor. kokusundan kurtulamadım oda kokusu sıkıyorum filtresine ki bir nebze olsun azalsın. bugün başka bir süpürge almaya karar verdik.,Bağlamsal/Diğer
"01,05,2012 de satın aldığım ürünler hala bana ulaşmadı bu gün 09,05,2012 beklemeye devam. bakalım ne zaman gelir geldiğinde ürünle ilgili yorumlarımı yapacam.",Bağlamsal/Diğer
"fiyatı bedava da olsa,kokmadığı için alınmaz.",Bağlamsal/Diğer
"resimlere sakın aldanmayın, ufacık parçalar. 2 paket olarak geldi ürün. resimdeki köprüyü yapmak için heralde bi yüz paket almanız gerekir.",Bağlamsal/Diğer
kargo 2 günde geldi.,Kısa Yorum
bu siteden çok kitap alırım ve hep zamanında teslim edilir.,Bağlamsal/Diğer
resimlerde daha güzel ve kaliteli görünüyor,Bağlamsal/Diğer
çok çok güzel bi̇r koku bi̇rde kalici olsa i̇di̇ gi̇tti̇ paralar....,Bağlamsal/Diğer
"idare eder, ihtiyacıma cevap vereceğini düşünerek aldım (10 ad.60 tl) çok kaliteli değil bana göre daha ekonomik denk getirilirse alınabilir. ben çoğunlukla bu siteden alışveriş yaparım, genel olarakda satıcısı hepsiburada olan ürünleri alıyorum, hızlı kargo zamanında teslim teşekürler hepsiburada sitesine...",Olumsuzlama
i̇lk elime aldığımda hafifliği şaşırttı. i̇çine evrak yüklerseniz ne olur bilemiyorum. neredeyse bir plastik kahve bardağı inceliğinde malzemesi var. tek artısı masa üstünde içinde 2 adet dosya kağıdı ile estetik duruyor olması.,Bağlamsal/Diğer
hepsi̇ buradanin ürün gönderi̇mi̇ çok i̇yi̇,Bağlamsal/Diğer
normalde ucuz piller ile 1 hafta çalışabilen magic mouse'u sadece 1 gün çalıştırabildi,Bağlamsal/Diğer
henüz arabaya yerleştirip ali ile deneme imkanı bulamadık. i̇lk izlenimi aktarmakta fayda var çünkü ben de yorumlara bakıp karar verdim.,Bağlamsal/Diğer
fena degil. eger burun cevresini sabun ile iyice yikayip kurulamazsaniz sabah farkli yerlerinize yapismis olarak uyanabilirsiniz. bir de bu urun digerlerine nazaran burun kanallarini daha az açiyor. bantin icindeki sistem daha sert ve yapiskani daha kuvvetli olmaliydi. bu gevseklikle yapiskanlik dogru orantili; ancak esnekligi daha kuvvetli olsa yapiskanligi notr kalir. beraber olarak elden gecirilmeli. genel anlamda kuralina gore kullanirsaniz aldiginiza pisman olmazsiniz. syg.,Olumsuzlama
delici veya matkap olarak süper yanında gelen uçlarda çok iyi fakat kırma işlemi yaparken ısınıyor ve zorlamaya gelmez kendi ağırlığıyla kırma yapılır kuvvet uygularsanız fazla bastırırsanız bozulur fiyatına göre fena değil,Olumsuzlama
ci̇haz güzel ancak şarzi hizli bi̇ti̇yor 1-5 gün kadar blutut eşleşmesi̇ sikinti oldu bu fi̇yata olabi̇li̇r.,Bağlamsal/Diğer
yatırım için güzel bir şey fakat biraz ufak. takı için de ufak gibi geldi bana. ince model diye geçiyor sanırım. normalide olsa iyi olurdu,Bağlamsal/Diğer
içinde kum,Kısa Yorum
"fiyat açısından dışarıdaki marketlerden pek bir farkı yok. fakat oturduğumuz yerden, iş yerinde iken, vakit kaybetmeden alıp, ücretsiz kargo ile ayağımıza kadar getiriyorlar. tavsiye ederim.",Olumsuzlama
"bağlanma güzel, si̇nyal düzeyi̇ mükemmel, fakat veri̇ hizi çok yavaş.",Karma Duygu
"ürünü hepsiburada.comdan aldım. hızlı kargo için teşekkürler. ürünü birkaç kişi birden almıştık. arabaya her binişimde paspas düzeltip durmaktan bıktım. görüntüsü iyi, arabaya hava katıyor diyordum ama artık katlanamayacağım. biryerlere kaldırdım ama bulmaya da niyetim yok.",Olumsuzlama
ben burada aynısını buldum alırken raf ömrünü dikkat edilmesi lazım,Bağlamsal/Diğer
arkadaşıma aldık görünüşü ve panaramik fotu cekimi cok iyi kötü yani sadece kendi zil seslerini kullaniyor. sevdiginiz bir muziği zil sesi yapamiyorsunuz.zil sesi yükses,Karma Duygu
"fiyatı uygun ama, resmin çözünürlüğü düşük, tahtaları biraz ince. ama resim duvara asıldığında güzel görünüyor.",Bağlamsal/Diğer
"saatin kurma kolu sıkışık geldi saati ayarlamak için 10-15 dk uğraştım, tarihinle hiç uğraşmadım bile.",Olumsuzlama
"sokaktaki kediler için almıştım, kesinlikle yemediler. koklayıp burun çevirdiler.",Bağlamsal/Diğer
finish makine temizleyici toz 50 gramı makineye koydum ve denedim ürün ilk görünüşte makinenin içine bir parlaklık verdi belkide psikolojiktir ama ürünün çok fazla yararlı olduğunu düşünmüyorum,Bağlamsal/Diğer
ürün hızlı bir şekilde teslim edildi. oldukça kullanışlı bir ürün.,Bağlamsal/Diğer
romu disinda guzel bir telefon,Bağlamsal/Diğer
sadece ergen yaştaki çocukların jilet yerine bu makinayı kullanması yeterli ama her gün kullanmalı 3 gün sonra kullanırsa işe yaramaz,Bağlamsal/Diğer
evimde kullanmak için almadım. ben parçalarını söküp başka bir deney düzeneğine adapte ettim.,Bağlamsal/Diğer
sahte ayirsin derseni̇z i̇şe yarar,Bağlamsal/Diğer
bende sipariş verdm umarım iyi çıkar.ve erkenden gelir.memenun kalırsam önericem ama mutlaka yağını almayı unutmayın derim.ben hemen sipariş verdim birlikte..,Bağlamsal/Diğer
ürünü bir kaç hafta önce aldım çok dikkatli bir montaj yapmama rağmen el duşuna gelen su basınçtan dolayı her iki bağlantı yerinden tazzikli bir şekilde sızdırma yaptı. bunun olmadığını düşünseniz bile banya bataryasına çok ciddi bir basınç oluşturdu uzun vadede zarar verebilecek bir ürün bence.alet çantamda 14ytl+kdv lik bir contam oldu.,Olumsuzlama
başlıktan da anlaşılacağı üzere kokusu çok rahatsız edici-ki öyle herşeyin kokusunu da alabilen biri değilimdir-.bedeni de küçük oluyor.,Olumsuzlama
ürün 3 yaş cocuk için cok tehlikeli.cocugunuz kullanırken kesınlıkle yanında bulunun. bu sebepten iade ettik.,Yazım Bozukluğu
güzel bir rimel ama beklentiyi fazla yüksek tutmamak gerekiyor. daha önce max factor rımellerini kullanmamıştım denemek için almıştım ama güzel ve dolgun kiprik isteyen arkadaşlara maybelline ürünlerini tavsiye ederim.,Bağlamsal/Diğer
3- pilini kaliteli alıyorum fakat 2. kullanımdan sonra bitiyor.,Bağlamsal/Diğer
"hızlı gönderi olmasında elinize çabuk ulaşıyor ,ekonomik fiyat,arçelik garantisi,30 dk programı olması avantaj ama çamaşırları sıkmada yetersiz ve kapağında köpük bırakıyor.",Bağlamsal/Diğer
"eşime hediye olarak almıştım ancak çevirmesi çok hafif geldi o nedenle bir de bileklere takılan ağırlıklardan sipariş edince mükemmel oldu..çok az yer kapladığı için bilgisayar,tv ve masa başındayken de spor yapma imkanı sağlıyor.",Bağlamsal/Diğer
